project,CWE_id,commit_hash,commit_message,commit_date,files_changed,code_diff_summary
uqidoacademy_PhysiotherapyVR,CWE-355,7ee9fa4519e0ae728532632cc2f58d4cec7f11e8,UIDesktop,,2,"共 28 处添加, 5 处删除. 示例: 添加: using VRPhysiotheraphyst;; 添加: ; 添加: UIDesktopManager.I.ActiveTrackersFeedbackPanel(myContext.currentBodyPart);"
uqidoacademy_PhysiotherapyVR,CWE-355,54f67ba6a087877dc68fde6c05668d41943b39ef,UI Desktop Desing,,7,"共 11 处添加, 7 处删除. 示例: 添加: Assets/Scenes/UIDesktopTest.unity; 添加: Assets/Scenes/UIDesktopTest.unity; 添加: Assets/Scripts/TrackerManager.cs"
ur-whitelab_simview,CWE-417,359dd9d143ba70dc09756b2654c6b73d5c340df7,Added file for ssh tunneling in Windows.,,2,"共 12 处添加, 1 处删除. 示例: 删除: 7. Modify Unity to use system info sent; 添加: 7. Modify Unity to use system info sent; 添加: "
ur-whitelab_simview,CWE-1218,f7c1d1b88567fe19e26ba8a88859ad6d603eb4a2,Implemented multipart buffers. Tested hoomd side,,10,"共 79 处添加, 39 处删除. 示例: 删除: public Scalar4? Positions(int j) { int o = __p.__offset(6); return o != 0 ? (Scalar4?)(new Scalar4()).__assign(__p.__vector(o) + j * 16, __p.bb) : null; }; 删除: public int Pos"
ur-whitelab_simview,CWE-371,609bd90c6b7250da4b8d7c7cde09de99e12d943e,Delete default_state_update.p,,1,"共 0 处添加, 6 处删除. 示例: 删除: (lp0; 删除: S'simulation-update'; 删除: p1"
ur-whitelab_simview,CWE-1225,b69bb24e37a79207a8b3fbae278913a6b8aa5600,Fixed findMolecules c++ implementation and added support for the box of water lj.py Heta wrote.,,5,"共 4426 处添加, 55 处删除. 示例: 添加: #include <chrono>; 添加: using namespace std;; 添加: using namespace std::chrono;"
ur-whitelab_simview,CWE-452,0900e0fe9416e75dabbb43ea09e9dbfd993fabca,Improved client-side initialization robustness.,,2,"共 20 处添加, 9 处删除. 示例: 删除: public string BROKER_IP_ADDRESS = ""tcp://10.4.10.185:"";; 添加: public string BROKER_IP_ADDRESS = ""tcp://ar-table.che.rochester.edu:"";; 删除: //Debug.Log(""init msg type: "" + messag"
ur-whitelab_simview,CWE-1219,d43a434c94886ccd953d39e1acd88c2b1c10187b,Cleaned up extra files,,2,"共 0 处添加, 300 处删除. 示例: 删除: import hoomd; 删除: import hoomd.md; 删除: import hoomd.hzmq"
vimeo_vimeo-unity-sdk,CWE-355,28e477d1ded394dbe826522b8098a0d6afd0abcc,Add intstructions for setting the Unity editor to be git-friendly.,,1,"共 13 处添加, 0 处删除. 示例: 添加: ; 添加: Contributing; 添加: ------------"
vimeo_vimeo-unity-sdk,CWE-355,cbe8e2ec04686115ebca8b0d3719a0ad49b7cabb,Set the right material property when using the 360 video screen,,1,"共 7 处添加, 1 处删除. 示例: 删除: videoPlayer.targetMaterialProperty = ""_Tex"";; 添加: ; 添加: if (videoScreenObject.GetComponent<Renderer> ().material.name.StartsWith (""360VideoScreen"")) {"
vimeo_vimeo-unity-sdk,CWE-1218,0705197b9e5371ad5d18af460b360b7bbbe7cf42,Improving VideoChunk class and finishing byte reading,,4,"共 35 处添加, 40 处删除. 示例: 删除: using TusClient;; 删除: ; 添加: "
vimeo_vimeo-unity-sdk,CWE-1219,97d5f3de1ddc103caa9d8a104cea9a1c6cda3d3b,Updating it so it should ignore the meta file created for the video as well as the video itself inside the Tests folder,,1,"共 1 处添加, 1 处删除. 示例: 删除: */*.mp4*; 添加: */*/*.mp4*"
vimeo_vimeo-unity-sdk,CWE-1219,1ebaa82948ae8994f5398ec15f676b77bd48c35e,Updating gitignore to ignore all mp4's and meta files created by Unity,,1,"共 1 处添加, 1 处删除. 示例: 删除: */*/*.mp4*; 添加: **/*.mp4*"
VIRTUE-DBIS_virtual-exhibition-presenter,CWE-1225,3d345ed47677a51c3d89066f09a9f36bda1a832a,Add button below exhibits for testing.,,4,"共 275 处添加, 10 处删除. 示例: 删除: ; 删除: // Check if the exhibit represents a set of images in order to allow for generation of further rooms.; 删除: if (e.Metadata.ContainsKey(MetadataType.MemberIds.GetKey()))"
VisActor_VRender,CWE-136,32629187c5de7092911b0097f6dd97f2dc5b740e,fix: fix the type,,1,"共 16 处添加, 16 处删除. 示例: 删除: e => this._onHandlerPointerDown(e as FederatedPointerEvent, 'start') as unknown as EventListener; 添加: (e: FederatedPointerEvent) => this._onHandlerPointerDown(e, 'start') as "
VisActor_VRender,CWE-136,47890a0753569e81b185b7762448ba3c3f4abaab,fix: fix the type error,,1,"共 1 处添加, 1 处删除. 示例: 删除: position?: IMarkLineLabelPosition;; 添加: position?: keyof typeof IMarkLineLabelPosition;"
VisActor_VRender,CWE-569,a1afc8096ef7aa99773467e7def6a063f0112b89,fix: typo,,2,"共 11 处添加, 1 处删除. 示例: 添加: {; 添加: ""changes"": [; 添加: {"
VisActor_VRender,CWE-136,3513119e0fb4317270582f4cf88819de95990c55,fix: type problem in rich text tooltip,,1,"共 10 处添加, 7 处删除. 示例: 删除: wordBreak,; 删除: textAlign,; 删除: textBaseline,"
VisActor_VRender,CWE-355,43ae464bd65678c0aefc977323fb3dad339f1f96,chore: remove unused interface,,2,"共 2 处添加, 15 处删除. 示例: 删除: import type {; 删除: BaseLabelAttrs,; 删除: OverlapAttrs,"
VisActor_VRender,CWE-136,826da884ac6f31d2a5389c9c3f0f0c36267da02b,"feat: modify TextAlignType, TextBaselineType as vrender type",,2,"共 12 处添加, 4 处删除. 示例: 删除: import type { ITextGraphicAttribute, TextAlignType, TextBaselineType } from '@visactor/vrender';; 添加: import type { TextAlignType, TextBaselineType } from '@visactor/vrender';"
VisActor_VRender,CWE-355,caa9dedd3002874ca837887d17475b37bba16d32,feat: optimize the interaction of slider and scrollbar in non-browser env,,2,"共 22 处添加, 33 处删除. 示例: 删除: this._slider.addEventListener('pointermove', this._onSliderPointerMove, { capture: true });; 删除: this._slider.addEventListener('pointerup', this._onSliderPointerUp);; 删除: thi"
VisActor_VRender,CWE-355,9250814b7b0f2ac9080560a7106e3538b8b3fcf0,feat: new layout method for circle axis,,3,"共 96 处添加, 4 处删除. 示例: 删除: ...point,; 添加: ...this.getLabelPosition(point, vector, text, textStyle),; 添加: protected getLabelPosition("
VisActor_VRender,CWE-569,f118c8798a90918f76751c4768093a1178aade9a,feat: optimize some code performance,,9,"共 279 处添加, 236 处删除. 示例: 添加: import { defaultGraphicMemoryManager, defaultTextAllocate } from '@visactor/vrender-core';; 删除: import { abs, cloneDeep, get, isEmpty, isFunction, isNumberClose, merge, pi "
VisActor_VRender,CWE-136,757e495b1d680bfbefe2a7a0ad9d3db1e4310d1e,feat: standardize type definitions,,11,"共 124 处添加, 61 处删除. 示例: 添加: container: '',; 添加: width: 30,; 添加: height: 30,"
VisActor_VRender,CWE-136,b61aa621094e4274443d07acb5d1f8e83059dd71,fix: fix issue with render while in scale transform,,2,"共 7 处添加, 7 处删除. 示例: 删除: y: (y - rect.top) / (isValidNumber(scaleY) ? scaleX : 1); 添加: y: (y - rect.top) / (isValidNumber(scaleY) ? scaleY : 1); 删除: if (params.canvasControled === false) {"
VisActor_VRender,CWE-136,7d71f2670394ca6059fc4436bc5134b57e81fd5f,feat: optomize type defination,,5,"共 7 处添加, 40 处删除. 示例: 删除: IGroup,; 删除: IRichTextCharacter; 添加: IGroup"
VisActor_VRender,CWE-189,fea496b63254c16fed5bf5d008e138c24bf77f60,fix: fix the hx computation,,2,"共 16 处添加, 16 处删除. 示例: 添加: fontSize: 64,; 删除: autoFit: true,; 添加: // autoFit: true,"
VisActor_VRender,CWE-355,c01fb707479a5601175057c5164f7819ce659792,fix: fix issue with richtext interface,,2,"共 2 处添加, 3 处删除. 示例: 删除: const { fill, stroke, fontSize, fontFamily, fontStyle, fontWeight } = this.attribute;; 添加: const { fill, stroke, fontSize, fontFamily, fontStyle, fontWeight } = this.attribute "
VisActor_VRender,CWE-569,7bec45b1370f927231e16625c768f9a7324b9bb1,"fix: fix issue for multi line text with underline, closed #1100",,3,"共 28 处添加, 29 处删除. 示例: 添加: {; 添加: ""changes"": [; 添加: {"
VisActor_VRender,CWE-371,b6c687ba4dcf28e695f0868eaa4b9bfc818b1f77,"fix: when clear states, the animations of state should clear",,1,"共 22 处添加, 23 处删除. 示例: 删除: const noWorkAAttr = this.getNoWorkAnimateAttr();; 添加: const noWorkAttrs = this.getNoWorkAnimateAttr();; 删除: if (isClear) {"
VisActor_VRender,CWE-355,a3b63b3986dcb70a39f2ac2185bb354008058769,fix: theme should not support 3d graphics,,5,"共 5 处添加, 12 处删除. 示例: 删除: const rectTheme = getTheme(this).rect3d;; 添加: const rectTheme = getTheme(this).rect;; 删除: import { Logger, clone } from '@visactor/vutils';"
VisActor_VRender,CWE-137,4df35409d153d19764be582197edc9736d3c263e,feat: do not render origin text when formatted to html/react,,4,"共 38 处添加, 18 处删除. 示例: 删除: ; 添加: _originText: tickDatum.label,; 删除: type RichTextContent = {"
VisActor_VRender,CWE-371,43566dad13f38605311497ccbedc476ec8d5fb00,fix: fix switch animation of state,,1,"共 1 处添加, 2 处删除. 示例: 添加: this.stopStateAnimates();; 删除: this.stopStateAnimates();; 删除: this.stopStateAnimates();"
VisActor_VRender,CWE-569,2e669b446c1da42b72b019462a0505bc9e722080,fix: remove useless code in line-render,,1,"共 0 处添加, 2 处删除. 示例: 删除: import { drawPathProxy, fillVisible, runFill, runStroke, strokeVisible } from './utils';; 删除: import { mat4Allocate } from '../../../allocator/matrix-allocate';"
VisActor_VRender,CWE-189,db926ff5565fcd66119bba1ee435a07d358515cf,fix: improved slightly the accuracy of the pager size calculation,,1,"共 10 处添加, 3 处删除. 示例: 添加: const estimateTotal = (num: number) => {; 添加: if (num <= 99) {; 添加: return 99;"
VisActor_VRender,CWE-1228,f25a6c4f394ae00b5cc354740678b6d52ff6b834,feat: add APIs to player component,,3,"共 17 处添加, 17 处删除. 示例: 删除: export class BasePlayer<T> extends AbstractComponent<Required<PlayerAttributes>> {; 添加: export abstract class BasePlayer<T> extends AbstractComponent<Required<PlayerAttribute"
VisActor_VRender,CWE-136,02c37eec092c2310df5b0862703b654674260216,"fix: fix error of morphing animation in `multiToOneMorph`, fix #1439",,2,"共 6 处添加, 6 处删除. 示例: 删除: // if (graphic.shadowRoot) {; 删除: //   return true;; 删除: // }"
vitrivr_vitrivr-vr,CWE-355,79dea13ea62c2fd9d669da529496d74edc57f8bf,Added default Unity project.,,24,"共 2340 处添加, 0 处删除. 示例: 添加: ##########################; 添加: #                        #; 添加: #   G I T I G N O R E    #"
vitrivr_vitrivr-vr,CWE-387,7c104e7e547a5e8bdec1fbebf0e0731eba7d7c6c,Fixed XRButtonObserver sending negative infinity values for axes while no XR controllers are connected.,,4,"共 12 处添加, 7 处删除. 示例: 删除: value: OnRightHandAxis; 添加: value: OnAxisInput; 删除: leftHandAxisEvent.Invoke(leftHandPrimaryAxisState);"
vitrivr_vitrivr-vr,CWE-355,477c9a5b424577a0edf60a25bfad1ca0b424bd4e,Updated CanvasQueryTermProvider with pin functionality and made it grabable.,,7,"共 794 处添加, 162 处删除. 示例: 添加: --- !u!1 &3090882043346778469; 添加: GameObject:; 添加: m_ObjectHideFlags: 0"
vitrivr_vitrivr-vr,CWE-1225,37b7974a4c4acfb3967a6aed2a61609fba852354,Implemented Basic DRES support.,,12,"共 430 处添加, 18 处删除. 示例: 添加: Assets/credentials.json; 添加: Assets/credentials.json.meta; 添加: Assets/dresapi.json"
vitrivr_vitrivr-vr,CWE-355,982823ae6c465837ac5074edc1fddc4b1e615b49,Separated physical keyboard from canvas query term provider.,,4,"共 1206 处添加, 525 处删除. 示例: 删除: GameObject:; 删除: m_ObjectHideFlags: 0; 删除: m_CorrespondingSourceObject: {fileID: 0}"
vitrivr_vitrivr-vr,CWE-355,52be26aaa6e60198b1208faa089c332564e238f5,Updated video display with bigger tag window and changed metadata button behaviour to toggle.,,2,"共 17 处添加, 13 处删除. 示例: 删除: m_TargetAssemblyTypeName:; 删除: m_MethodName: ShowMetadata; 添加: m_TargetAssemblyTypeName: VitrivrVR.Media.Display.CanvasVideoDisplay, Assembly-CSharp"
vitrivr_vitrivr-vr,CWE-1210,914e5162264c6483733f6246793465354793b90b,Implemented Dres results logging.,,6,"共 104 处添加, 6 处删除. 示例: 添加: using VitrivrVR.Submission;; 添加: ; 添加: if (ConfigManager.Config.dresEnabled)"
vitrivr_vitrivr-vr,CWE-389,4c953c23295daee46184d856ad0dd24bcaa4538a,Implemented error handling if no Boolean categories are specified.,,1,"共 10 处添加, 1 处删除. 示例: 删除: foreach (var category in ConfigManager.Config.booleanCategories); 添加: var categories = ConfigManager.Config.booleanCategories;; 添加: "
vitrivr_vitrivr-vr,CWE-355,a70c6bffa9c40e672b5301f281881d3f62c896f1,"Updated CineastUnityInterface.

Updated CineastUnityInterface to version 0.0.3 compatible with Cineast 3.11.1.",,3,"共 3 处添加, 4 处删除. 示例: 删除: QueryTerm.TypeEnum.MOTION => QueryEvent.CategoryEnum.OTHER,; 删除: ""org.vitrivr.unityinterface.cineastapi"": ""https://github.com/vitrivr/CineastUnityInterface.git#v0.0.2"",; 添加: ""o"
vitrivr_vitrivr-vr,CWE-355,e677b2b52db75eda5f70d7248a75e35b7d2cb469,"Feature/term selection (#11)

* Implemented basic term selection functionality.

* Added extra scene to allow testing without VR.

Added PreconfiguredInputScene to replace ModularInputScene for testing on conventional 2D displays.

* Adjusted preconfigured term placement.

* Fixed merge related issues.

* Updated VR multimedia interfaces package.",,29,"共 7894 处添加, 1464 处删除. 示例: 添加: - component: {fileID: 3554495266924978390}; 添加: m_ConstrainProportionsScale: 0; 删除: grabTransform: {fileID: 0}"
vitrivr_vitrivr-vr,CWE-1210,2da3b136526d7278e2d3803d7254a7ed83c70e90,Fixing CylinderObjectQueryDisplay staged query logging.,,2,"共 14 处添加, 7 处删除. 示例: 删除: private readonly List<MediaItemDisplay> _mediaDisplays = new List<MediaItemDisplay>();; 添加: private readonly List<MediaItemDisplay> _mediaDisplays = new();; 删除: private readon"
vitrivr_vitrivr-vr,CWE-355,17e37e5a0441c0d0d18a25cb1334235f0f0efafc,"Replaced keyboard gif

Replaced keyboard gif with word-gesture keyboard gif to reflect current state of in-built keyboard.",,1,"共 2 处添加, 2 处删除. 示例: 删除: | Speech-to-text | Precision Keyboard | Immersive Results View | Intuitive Results Exploration |; 添加: | Speech-to-text | Word-Gesture Keyboard | Immersive Results View | Intuit"
Vivero_Kerbal-VR,CWE-355,73949afc049674c696ae31d83d52676e371200e6,rudimentary projection of camera onto HMD displays,,5,"共 1038 处添加, 14 处删除. 示例: 添加: <Compile Include=""SteamVR.cs"" />; 添加: <Compile Include=""SteamVR_Utils.cs"" />; 添加: using System.Runtime.InteropServices;"
Vivero_Kerbal-VR,CWE-387,135c8830afa5bf0aeeb813466d3012a15ae5b084,fix logic when glove props not present,,1,"共 11 处添加, 11 处删除. 示例: 删除: }; 删除: InternalProp closestProp = null;; 删除: float closestDistanceSqr = 10000f;"
Vivero_Kerbal-VR,CWE-1219,694fb50c5bce395cd53060326fa0f4aa1e974864,ignore windows thumbs files,,1,"共 3 处添加, 0 处删除. 示例: 添加: # Windows; 添加: Thumbs.db; 添加: "
Vivero_Kerbal-VR,CWE-355,66495318e4e68f17881507de5c48e1c0730732c3,overhaul app GUI,,12,"共 225 处添加, 241 处删除. 示例: 删除: ""swapYawRollControls"": false; 添加: ""swapYawRollControls"": false,; 添加: ""worldScale"": 1.0"
ViveSoftware_ViveInputUtility-Unity,CWE-355,8767c1dafe4f4f1185b68601863400250c492f36,Show Refresh button in ViveRoleSetter inspector,,3,"共 71 处添加, 1 处删除. 示例: 添加: ﻿//========= Copyright 2016-2017, HTC Corporation. All rights reserved. ===========; 添加: ; 添加: using System.Collections.Generic;"
ViveSoftware_ViveInputUtility-Unity,CWE-1219,b4a1f31d77b6894ab88596990c41c1569c377565,Add ignore .vs folder,,1,"共 1 处添加, 0 处删除. 示例: 添加: /.vs/"
ViveSoftware_ViveInputUtility-Unity,CWE-355,883bec5e36f8b20b49f10a96b95886a3b9d426c3,"Add Daydream support (experimental)

* New features
  - Add GoogleVRModule to support Daydream View and Controller (experimental)
    - Required environment to build Daydream project
      - Android SDK is installed on your OS
      - Java SDK is installed on your OS
      - Use Unity 5.6 or later version to open your project
      - Import GoogleVRForUnity (1.110.0 or later) to your project
      - In your project, make sure Edit->Preference->VIUSettings->Daydream check-box is checked

* Bug fix
  - Now VIU is compatable with both SteamVR Plugin v1.2.2 and v1.2.3
  - Now recommended setting for ""Show Unity Splash Screen"" works correctly

* Improvement
  - Now ignore recommneded setting keys will be stored in project asset file, instead of UnityEditor.EditorPrefs
    - Default path is Assets\HTC.UnityPlugin\ViveInputUtility\Scripts\Editor\VIUProjectSettings.asset
  - Remove unused components/scripts in example 7",,46,"共 3392 处添加, 9748 处删除. 示例: 添加: Assets/HTC.UnityPlugin/ViveInputUtility/Scripts/Editor/VIUProjectSettings.asset; 添加: Assets/HTC.UnityPlugin/ViveInputUtility/Scripts/Editor/VIUProjectSettings.asset.meta;"
ViveSoftware_ViveInputUtility-Unity,CWE-1219,9189e949e549cd07e8c622b81574d657a87ac5d1,Ignore vscode folder,,1,"共 1 处添加, 0 处删除. 示例: 添加: /.vscode/"
ViveSoftware_ViveInputUtility-Unity,CWE-1210,edd6aab4656fdebd5c03fdcb244d1fb134da5e33,"Fix recommend settings check condition

Also add new version fetch log",,3,"共 35 处添加, 20 处删除. 示例: 添加: *.log; 删除: skipCheckFunc = () => VRModule.isSteamVRPluginDetected || !VIUSettingsEditor.supportAnyStandaloneVR,; 添加: skipCheckFunc = () => VRModule.isSteamVRPluginDetected ||"
ViveSoftware_ViveInputUtility-Unity,CWE-355,0d37c13cc019156c7b346cebd9c0b2abad00fb70,Add MS AR device support to Binding UI,,2,"共 19 处添加, 8 处删除. 示例: 删除: BindingInterfaceSpriteManager.SetupTrackingDeviceIcon(m_imageModel, VRModule.GetCurrentDeviceState(deviceIndex).deviceModel, isBound);; 添加: BindingInterfaceSpriteManager.Setup"
ViveSoftware_ViveInputUtility-Unity,CWE-569,471e7617f5319a74c41000efeb00f8202b234623,Fix compile error and logic typo,,2,"共 2 处添加, 2 处删除. 示例: 删除: #if !VIU_STEAMVR_2_0_0_OR_NEWER; 添加: #if VIU_STEAMVR && !VIU_STEAMVR_2_0_0_OR_NEWER; 删除: if (!poseData.pose.bDeviceIsConnected && poseData.bActive && poseData.activeOrigin != 0"
ViveSoftware_ViveInputUtility-Unity,CWE-429,a06e077345663bee931b4dd3e67e434da6811344,Fix MVR Controller support,,3,"共 40 处添加, 36 处删除. 示例: 删除: axisObj.axis = UnityEngineVRModule.GetUnityAxisIdByIndex(i);; 添加: axisObj.axis = UnityEngineVRModule.GetUnityAxisIdByIndex(i) - 1;; 删除: public static int GetUnityAxisIdByInde"
ViveSoftware_ViveInputUtility-Unity,CWE-355,b0813482b0845d4b7f46de32c2584ca182ebb8a9,"Enable SteamVRModule/OculusVRModule instead of UnityXRModule

* Add DefaultModuleOrder
* Add XR camera to SteamVRModule and OculusVRModule",,12,"共 84 处添加, 28 处删除. 示例: 删除: public override int moduleIndex { get { return (int)VRModuleActiveEnum.DayDream; } }; 添加: public override int moduleIndex { get { return (int)DefaultModuleOrder.DayDream; } }"
ViveSoftware_ViveInputUtility-Unity,CWE-355,edcf7fee839ee468bc7bfc0504f6267146395ebe,Add gestures as buttons and axes,,3,"共 130 处添加, 2 处删除. 示例: 添加: ; 添加: // Gestures; 添加: IndexPinch,"
ViveSoftware_ViveInputUtility-Unity,CWE-136,396bf88d42b81350e70bda82721275628e8085a3,Optimize converting EnumArray index and support more enum unerlying types,,1,"共 128 处添加, 71 处删除. 示例: 添加: using System.Linq.Expressions;; 删除: using System.Runtime.InteropServices;; 删除: public const int LENGTH_LIMIT = 1024;"
ViveSoftware_ViveInputUtility-Unity,CWE-133,2bbed549d1b714e7ac0dafcce0a0ea3b566c1511,Rename EnumArray properties and enumerators,,8,"共 224 处添加, 222 处删除. 示例: 删除: if (target.IsEnumIntDefined(ev)); 添加: if (target.IsDefined(ev)); 删除: var enumName = target.EnumIntName(ev);"
ViveSoftware_ViveInputUtility-Unity,CWE-569,b0f609573d59eb452b65cce7eb22bbb6c477f262,Fix typo,,2,"共 26 处添加, 24 处删除. 示例: 删除: new XRLoaderProfile() { loader = VRModuleKnownXRLoader.OpenVR, matchNameRgx = new Regex(""openvr"", REGES_OPTIONS) },; 删除: new XRLoaderProfile() { loader = VRModuleKnownXRLoade"
ViveSoftware_ViveInputUtility-Unity,CWE-387,64619382e4d3bb1f2ed3eb48067cd21caa7a7c28,Remove Wave legacy handtracking,,6,"共 5 处添加, 495 处删除. 示例: 删除: public const bool ACTIVATE_WAVE_HAND_TRACKING_SUBMODULE_DEFAULT_VALUE = true;; 删除: public const bool ENABLE_WAVE_HAND_GESTURE_DEFAULT_VALUE = true;; 删除: public const bool ENA"
ViveSoftware_ViveInputUtility-Unity,CWE-133,075f528fc198440fbe43bf9e7ba1e2153bb5beb3,Add EnumArray.EnumNameWithAlias,,3,"共 47 处添加, 18 处删除. 示例: 添加: public abstract string EnumNameWithAlias(int enumInt);; 添加: private static readonly string[] enumNameWithAliases;; 添加: enumNameWithAliases = new string[StaticLength];"
ViveSoftware_ViveInputUtility-Unity,CWE-355,84315dd2d34d97abc718b56459024471636a58df,Add Unity Input System Support by adding VIUSyntheticDevice layout,,16,"共 737 处添加, 111 处删除. 示例: 删除: ""Wave.Essence.Controller.Model""; 添加: ""Wave.Essence.Controller.Model"",; 添加: ""Unity.InputSystem"""
ViveSoftware_ViveInputUtility-Unity,CWE-355,98e98ea7e2cdaba0f2acdfef6b8b1f0ef5464532,Fix compatibility with older Unity,,1,"共 2 处添加, 0 处删除. 示例: 添加: #if UNITY_2018_1_OR_NEWER; 添加: #endif"
ViveSoftware_ViveInputUtility-Unity,CWE-387,b82d8367637ceab4405c2a49907c1ae940fedd74,Fix Wave hand gesture cannot reset issue,,1,"共 31 处添加, 40 处删除. 示例: 添加: var isFocused = Interop.WVR_IsInputFocusCapturedBySystem();; 添加: var isLeftValid = !isFocused && (trackingActivator.isLeftValid || gestureActivator.isLeftValid);; 添加: var isR"
ViveSoftware_ViveInputUtility-Unity,CWE-387,12a633f83020958c4fd925f326f8d203d0013ece,Fix device input did not reset issue,,1,"共 6 处添加, 20 处删除. 示例: 删除: if (trackingActivator.isLeftValid); 删除: {; 删除: trackingActivator.UpdateJoints(currState, true);"
VolcanicArts_VRCOSC,CWE-355,46cf71490e2e16eb4a4863c83e6404cc5cd65491,Add basic design for ModuleContainer,,8,"共 144 处添加, 33 处删除. 示例: 删除: using VRCOSC.Game.Graphics.Containers;; 添加: using VRCOSC.Game.Graphics.Containers.Modules;; 删除: public class TestSenderFlowContainer : VRCOSCTestScene"
VolcanicArts_VRCOSC,CWE-1210,f5f4927ea93a036c58f3d0d4442667417d9d8f29,Adjust terminal logging,,7,"共 55 处添加, 31 处删除. 示例: 删除: var formattedText = $""[{DateTime.Now:yyyy-MM-dd HH:mm:ss}]: {text}\n"";; 添加: var formattedText = $""[{DateTime.Now:yyyy-MM-dd HH:mm:ss}] {text}\n"";; 删除: using osu.Framework.Log"
VolcanicArts_VRCOSC,CWE-355,d6a400acb9163771764ad7331d3f0c10f550beeb,Improve design of TerminalContainer,,1,"共 4 处添加, 0 处删除. 示例: 添加: Padding = new MarginPadding(40);; 添加: ; 添加: EdgeEffect = VRCOSCEdgeEffects.DispersedShadow,"
VolcanicArts_VRCOSC,CWE-1218,c75ebd78325dae17e101e137ab9cb787a29c1457,Delay RAM provider so all data arrives at the same time,,1,"共 5 处添加, 3 处删除. 示例: 删除: public static Task<float> GetRamUsage(); 添加: public static async Task<float> GetRamUsage(); 删除: if (memoryValues == null) return Task.FromResult(0f);"
VolcanicArts_VRCOSC,CWE-355,de09c77c635996b3dd6aaf4971c20735c16de72c,Replace final BasicScrollContainer,,2,"共 27 处添加, 22 处删除. 示例: 添加: using osuTK;; 删除: private BasicScrollContainer terminalScroll;; 删除: private FillFlowContainer<TerminalEntry> terminalFlow;"
VolcanicArts_VRCOSC,CWE-355,f15b961d509275315313edcb4f1835a7b135e8bb,General UI updates to `ModuleCard` screen,,5,"共 6 处添加, 29 处删除. 示例: 删除: using osu.Framework.Extensions.Color4Extensions;; 删除: using osu.Framework.Graphics.Colour;; 删除: using osu.Framework.Graphics.Shapes;"
VolcanicArts_VRCOSC,CWE-1215,412980e04420e2a8e3e36c5478641d8e6351fcb0,Add validation for processes,,1,"共 9 处添加, 5 处删除. 示例: 删除: ﻿// Copyright (c) VolcanicArts. Licensed under the GPL-3.0 License.; 添加: // Copyright (c) VolcanicArts. Licensed under the GPL-3.0 License.; 删除: // TODO: Probably need to check"
VolcanicArts_VRCOSC,CWE-133,ca3738414c7383913449785cdd6513c86069dfb7,Convert settings and parameters to be defined using properties,,8,"共 122 处添加, 51 处删除. 示例: 添加: using osu.Framework.Extensions.IEnumerableExtensions;; 删除: public virtual IReadOnlyCollection<Enum> InputParameters => new List<Enum>();; 添加: protected virtual IReadOnlyDict"
VolcanicArts_VRCOSC,CWE-355,dfb0237608a9b25716926eb963547f5ef8b0b64d,Add exit button for module edit screen,,2,"共 93 处添加, 70 处删除. 示例: 删除: Padding = new MarginPadding; 删除: {; 删除: Vertical = 4,"
VolcanicArts_VRCOSC,CWE-137,f8d64697d1e5735300b202a753da2dff9aba82ab,Fix content spacing,,1,"共 1 处添加, 0 处删除. 示例: 添加: Spacing = new Vector2(0, 5),"
VolcanicArts_VRCOSC,CWE-133,eef2f8b212ad9fb1d5e334e20f3996161a5ad875,Rename namespace,,17,"共 9 处添加, 9 处删除. 示例: 删除: namespace VRCOSC.Game.Graphics.Containers.Screens.ModuleCardScreen;; 添加: namespace VRCOSC.Game.Graphics.Containers.Screens.ModuleSelect;; 删除: namespace VRCOSC.Game.Graphics.Con"
VolcanicArts_VRCOSC,CWE-411,8e8d7b8a655ab55f404cbe430c06f0d627598d8e,Implement sanity check to stop soft lock,,1,"共 5 处添加, 1 处删除. 示例: 删除: moduleCardFlow.TransformTo(""Padding"", new MarginPadding(0), 500, Easing.OutQuint).Finally((_) => dropdownContainer.Hide());; 添加: moduleCardFlow.TransformTo(""Padding"", new Margi"
VolcanicArts_VRCOSC,CWE-189,b2d749dcba9e88989ca778be1c6dd5ad4219e187,Convert padding calculations to margin on `ModuleCard`,,2,"共 2 处添加, 11 处删除. 示例: 添加: Margin = new MarginPadding(5);; 删除: using osuTK;; 删除: AutoSizeAxes = Axes.Y,"
VolcanicArts_VRCOSC,CWE-355,f1efe0ee500b069f7f1430e39f04121873211dec,`ModuleListingGroup` UI improvements,,2,"共 12 处添加, 27 处删除. 示例: 删除: populateFilter();; 添加: List<LocalisableString> localFilters = new List<LocalisableString>();; 添加: "
VolcanicArts_VRCOSC,CWE-355,b09348152f730bd24d8ada0dbdcab29d8ea832ff,General graphics improvements,,5,"共 24 处添加, 29 处删除. 示例: 删除: BorderThickness = 2;; 删除: EdgeEffect = VRCOSCEdgeEffects.BasicShadow;; 删除: Shadow = true,"
VolcanicArts_VRCOSC,CWE-1213,4fc6205fb8f87fed9e31c5c5884ca4c541f7144f,Extract random value generation,,4,"共 25 处添加, 9 处删除. 示例: 删除: using System;; 添加: using VRCOSC.Game.Modules.Util;; 删除: float randomFloat = (float)random.NextDouble();"
